STATE,ST_CASE,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,BIKECTYPE,BIKELOC,BIKEPOS,BIKEDIR,BIKECGP,YEAR,STATENAME,PBPTYPENAME,PBAGENAME,PBSEXNAME,PBCWALKNAME,PBSWALKNAME,PBSZONENAME,BIKECTYPENAME,BIKELOCNAME,BIKEPOSNAME,BIKEDIRNAME,BIKECGPNAME
48,481736,1,6,58,1,0,0,0,250,3,1,2,258,2016,Texas,Bicyclist,58 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Bicyclist,Not At Intersection,Travel Lane,Facing Traffic,Wrong-Way / Wrong-Side
48,481777,1,6,62,1,0,0,0,319,3,1,9,310,2016,Texas,Bicyclist,62 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Midblock - Unknown,Not At Intersection,Travel Lane,Unknown,Bicyclist Failed to Yield - Midblock
48,481810,1,6,59,1,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,59 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,481828,1,6,19,1,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,481856,1,6,61,1,0,0,0,239,3,1,1,230,2016,Texas,Bicyclist,61 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,481868,1,6,51,1,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,51 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,481873,1,6,61,1,0,0,0,232,3,1,1,230,2016,Texas,Bicyclist,61 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,481912,1,6,26,1,0,1,0,970,2,9,9,990,2016,Texas,Bicyclist,26 Years,Male,None Noted,Yes,None Noted,Unknown Approach Paths,Intersection-Related,Unknown,Unknown,Other / Unknown - Insufficient Details
48,481991,1,6,40,2,0,1,0,970,3,1,9,990,2016,Texas,Bicyclist,40 Years,Female,None Noted,Yes,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
48,482030,1,6,31,1,1,0,0,212,1,1,3,210,2016,Texas,Bicyclist,31 Years,Male,Yes,None Noted,None Noted,Motorist Left Turn- Opposite Direction,At Intersection,Travel Lane,Not applicable,Motorist Left Turn / Merge
48,482038,1,6,19,1,0,0,0,280,3,1,1,290,2016,Texas,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
48,482061,1,6,44,1,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,44 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482070,1,6,19,1,0,0,0,970,2,1,9,990,2016,Texas,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Unknown Approach Paths,Intersection-Related,Travel Lane,Unknown,Other / Unknown - Insufficient Details
48,482128,1,6,85,1,0,0,0,313,3,1,3,310,2016,Texas,Bicyclist,85 Years,Male,None Noted,None Noted,None Noted,"Bicyclist Ride-Out - Driveway, Unknown Type",Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
48,482132,1,6,52,1,0,0,0,239,3,1,1,230,2016,Texas,Bicyclist,52 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482139,1,6,65,1,1,9,0,239,2,1,1,230,2016,Texas,Bicyclist,65 Years,Male,Yes,Unknown,None Noted,Motorist Overtaking - Other/ Unknown,Intersection-Related,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482281,1,6,21,2,0,0,0,970,3,1,9,990,2016,Texas,Bicyclist,21 Years,Female,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
48,482294,1,6,31,1,0,0,0,232,3,1,1,230,2016,Texas,Bicyclist,31 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482377,1,6,49,1,0,1,0,800,3,1,1,850,2016,Texas,Bicyclist,49 Years,Male,None Noted,Yes,None Noted,Unusual Circumstances,Not At Intersection,Travel Lane,With Traffic,Other / Unusual Circumstances
48,482388,1,6,49,2,0,0,0,970,3,1,9,990,2016,Texas,Bicyclist,49 Years,Female,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
48,482456,1,6,24,1,1,1,0,280,1,1,1,290,2016,Texas,Bicyclist,24 Years,Male,Yes,Yes,None Noted,Parallel Paths - Other / Unknown,At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
48,482467,1,6,73,1,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,73 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482544,1,6,19,1,0,0,0,239,1,1,1,230,2016,Texas,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482675,1,6,64,1,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,64 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482860,1,6,34,1,0,0,0,280,3,1,1,290,2016,Texas,Bicyclist,34 Years,Male,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
48,482931,1,6,52,1,0,0,0,380,3,1,3,190,2016,Texas,Bicyclist,52 Years,Male,None Noted,None Noted,None Noted,Crossing Paths - Midblock - Other / Unknown,Not At Intersection,Travel Lane,Not applicable,Crossing Paths - Other Circumstances
48,482986,1,6,12,1,0,0,0,232,3,1,1,230,2016,Texas,Bicyclist,12 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,482991,1,6,21,2,0,0,0,153,1,1,1,158,2016,Texas,Bicyclist,21 Years,Female,None Noted,None Noted,None Noted,Bicyclist Ride Out - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
48,483068,1,6,21,1,0,0,0,144,1,1,1,145,2016,Texas,Bicyclist,21 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
48,483111,1,6,9,1,0,0,0,313,3,1,3,310,2016,Texas,Bicyclist,9 Years,Male,None Noted,None Noted,None Noted,"Bicyclist Ride-Out - Driveway, Unknown Type",Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
48,483154,1,6,34,2,0,0,0,231,3,1,1,230,2016,Texas,Bicyclist,34 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,483186,1,6,40,1,0,0,0,239,3,1,1,230,2016,Texas,Bicyclist,40 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
48,483319,1,6,32,2,0,0,0,280,3,1,1,290,2016,Texas,Bicyclist,32 Years,Female,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
48,483394,1,6,25,1,0,1,0,225,1,1,1,290,2016,Texas,Bicyclist,25 Years,Male,None Noted,Yes,None Noted,Bicyclist Ride Out - Parallel Path,At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
48,483496,1,6,50,1,0,0,0,141,1,1,1,140,2016,Texas,Bicyclist,50 Years,Male,None Noted,None Noted,None Noted,Motorist Drive Out - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Motorist Failed to Yield - Sign-Controlled Intersection
49,490035,1,6,57,2,1,1,0,211,1,3,9,210,2016,Utah,Bicyclist,57 Years,Female,Yes,Yes,None Noted,Motorist Left Turn- Same Direction,At Intersection,Sidewalk  / Crosswalk / Driveway Access,Unknown,Motorist Left Turn / Merge
49,490049,1,6,9,1,0,1,0,144,1,1,1,145,2016,Utah,Bicyclist,9 Years,Male,None Noted,Yes,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
49,490127,1,6,57,2,1,1,0,980,9,9,9,990,2016,Utah,Bicyclist,57 Years,Female,Yes,Yes,None Noted,Unknown Location,Unknown / Insufficient Information,Unknown,Unknown,Other / Unknown - Insufficient Details
49,490153,1,6,19,1,1,1,0,155,1,3,2,158,2016,Utah,Bicyclist,19 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Sidewalk  / Crosswalk / Driveway Access,Facing Traffic,Bicyclist Failed to Yield - Signalized Intersection
49,490260,1,6,62,1,0,1,0,122,3,1,1,110,2016,Utah,Bicyclist,62 Years,Male,None Noted,Yes,None Noted,"Bicyclist Lost Control - Oversteering, Improper Braking, Speed",Not At Intersection,Travel Lane,With Traffic,Loss of Control / Turning Error
50,500045,1,6,14,1,0,0,0,124,3,1,1,110,2016,Vermont,Bicyclist,14 Years,Male,None Noted,None Noted,None Noted,Bicyclist Lost Control - Surface Conditions,Not At Intersection,Travel Lane,With Traffic,Loss of Control / Turning Error
51,510154,1,6,69,1,0,0,0,231,2,1,1,230,2016,Virginia,Bicyclist,69 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Intersection-Related,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
51,510236,1,6,36,2,0,0,0,239,3,1,1,230,2016,Virginia,Bicyclist,36 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
51,510346,1,6,24,1,0,0,0,239,3,1,1,230,2016,Virginia,Bicyclist,24 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
51,510395,1,6,51,1,0,0,0,239,3,1,1,230,2016,Virginia,Bicyclist,51 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
51,510439,1,6,56,1,0,0,0,160,1,1,2,190,2016,Virginia,Bicyclist,56 Years,Male,None Noted,None Noted,None Noted,Crossing Paths - Uncontrolled Intersection,At Intersection,Travel Lane,Facing Traffic,Crossing Paths - Other Circumstances
51,510441,1,6,14,1,0,0,0,153,1,1,2,158,2016,Virginia,Bicyclist,14 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Signalized Intersection,At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Signalized Intersection
51,510463,1,6,62,1,0,0,0,239,3,1,1,230,2016,Virginia,Bicyclist,62 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
51,510491,1,6,91,1,0,0,0,221,3,1,1,220,2016,Virginia,Bicyclist,91 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
51,510555,1,6,33,2,0,0,0,221,3,1,1,220,2016,Virginia,Bicyclist,33 Years,Female,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
51,510579,1,6,17,1,1,0,0,970,1,3,3,990,2016,Virginia,Bicyclist,17 Years,Male,Yes,None Noted,None Noted,Unknown Approach Paths,At Intersection,Sidewalk  / Crosswalk / Driveway Access,Not applicable,Other / Unknown - Insufficient Details
53,530021,1,6,14,1,0,0,0,239,3,1,1,230,2016,Washington,Bicyclist,14 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
53,530063,1,6,24,1,0,0,0,250,2,1,2,258,2016,Washington,Bicyclist,24 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Bicyclist,Intersection-Related,Travel Lane,Facing Traffic,Wrong-Way / Wrong-Side
53,530080,1,6,60,1,0,0,0,141,1,1,1,140,2016,Washington,Bicyclist,60 Years,Male,None Noted,None Noted,None Noted,Motorist Drive Out - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Motorist Failed to Yield - Sign-Controlled Intersection
53,530126,1,6,62,1,0,0,0,142,1,1,1,145,2016,Washington,Bicyclist,62 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
53,530178,1,6,27,1,0,0,0,221,3,1,1,220,2016,Washington,Bicyclist,27 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
53,530194,1,6,30,1,0,0,0,239,3,1,1,230,2016,Washington,Bicyclist,30 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
53,530204,1,6,26,2,0,1,0,129,3,1,2,110,2016,Washington,Bicyclist,26 Years,Female,None Noted,Yes,None Noted,Bicyclist Lost Control - Other / Unknown,Not At Intersection,Travel Lane,Facing Traffic,Loss of Control / Turning Error
53,530223,1,6,62,1,0,1,0,280,3,3,2,290,2016,Washington,Bicyclist,62 Years,Male,None Noted,Yes,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Sidewalk  / Crosswalk / Driveway Access,Facing Traffic,Parallel Paths - Other Circumstances
53,530224,1,6,48,1,0,0,0,155,1,1,3,158,2016,Washington,Bicyclist,48 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Signalized Intersection
53,530224,2,6,39,2,0,0,0,155,1,1,3,158,2016,Washington,Bicyclist,39 Years,Female,None Noted,None Noted,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Signalized Intersection
53,530259,1,6,48,1,0,0,0,231,3,1,1,230,2016,Washington,Bicyclist,48 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
53,530283,1,6,21,1,0,0,0,231,3,1,1,230,2016,Washington,Bicyclist,21 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
53,530289,1,6,58,1,0,0,0,239,3,2,1,230,2016,Washington,Bicyclist,58 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
53,530374,1,6,70,1,0,0,0,144,1,1,1,145,2016,Washington,Bicyclist,70 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
53,530377,1,6,50,1,0,0,0,231,2,2,1,230,2016,Washington,Bicyclist,50 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Intersection-Related,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
53,530427,1,6,30,1,0,0,0,212,1,1,2,210,2016,Washington,Bicyclist,30 Years,Male,None Noted,None Noted,None Noted,Motorist Left Turn- Opposite Direction,At Intersection,Travel Lane,Facing Traffic,Motorist Left Turn / Merge
53,530440,1,6,50,1,0,0,0,231,3,1,1,230,2016,Washington,Bicyclist,50 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
53,530482,1,6,74,1,0,0,0,232,3,1,1,230,2016,Washington,Bicyclist,74 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
54,540163,1,6,46,1,0,0,0,160,1,1,3,190,2016,West Virginia,Bicyclist,46 Years,Male,None Noted,None Noted,None Noted,Crossing Paths - Uncontrolled Intersection,At Intersection,Travel Lane,Not applicable,Crossing Paths - Other Circumstances
55,550053,1,6,59,1,0,0,0,231,3,1,1,230,2016,Wisconsin,Bicyclist,59 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
55,550083,1,6,53,2,0,0,0,231,3,2,1,230,2016,Wisconsin,Bicyclist,53 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
55,550094,1,6,48,1,0,0,0,221,3,1,1,220,2016,Wisconsin,Bicyclist,48 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
55,550139,1,6,76,1,0,0,0,239,3,1,1,230,2016,Wisconsin,Bicyclist,76 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
55,550218,1,6,49,1,0,0,0,231,3,1,1,230,2016,Wisconsin,Bicyclist,49 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
55,550236,1,6,6,1,0,0,0,280,3,1,1,290,2016,Wisconsin,Bicyclist,6 Years,Male,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
55,550261,1,6,59,1,0,0,0,213,1,1,1,215,2016,Wisconsin,Bicyclist,59 Years,Male,None Noted,None Noted,None Noted,Motorist Right Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Motorist Right Turn / Merge
55,550271,1,6,62,2,0,0,0,231,3,2,1,230,2016,Wisconsin,Bicyclist,62 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
55,550286,1,6,12,2,0,0,0,144,1,1,1,145,2016,Wisconsin,Bicyclist,12 Years,Female,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
55,550308,1,6,33,1,0,0,0,255,3,1,1,258,2016,Wisconsin,Bicyclist,33 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Motorist,Not At Intersection,Travel Lane,With Traffic,Wrong-Way / Wrong-Side
55,550488,1,6,69,1,0,0,0,970,3,1,2,990,2016,Wisconsin,Bicyclist,69 Years,Male,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Facing Traffic,Other / Unknown - Insufficient Details
56,560024,1,6,60,1,0,0,0,144,1,1,2,145,2016,Wyoming,Bicyclist,60 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
1,10027,1,6,24,1,0,0,0,231,3,1,1,230,2017,Alabama,Bicyclist,24 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
1,10359,1,6,27,2,0,0,0,231,3,1,1,230,2017,Alabama,Bicyclist,27 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
1,10365,1,6,56,1,0,0,0,129,3,1,1,110,2017,Alabama,Bicyclist,56 Years,Male,None Noted,None Noted,None Noted,Bicyclist Lost Control - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Loss of Control / Turning Error
1,10448,1,6,66,1,0,0,0,231,3,1,1,230,2017,Alabama,Bicyclist,66 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
1,10485,1,6,19,1,0,0,0,255,3,1,1,258,2017,Alabama,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Motorist,Not At Intersection,Travel Lane,With Traffic,Wrong-Way / Wrong-Side
1,10695,1,6,58,1,0,0,0,250,3,1,2,258,2017,Alabama,Bicyclist,58 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Bicyclist,Not At Intersection,Travel Lane,Facing Traffic,Wrong-Way / Wrong-Side
1,10794,1,6,19,1,0,0,0,231,3,1,1,230,2017,Alabama,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
2,20036,1,6,5,1,0,0,0,970,3,1,9,990,2017,Alaska,Bicyclist,5 Years,Male,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
4,40007,1,6,22,1,1,1,0,155,1,1,1,158,2017,Arizona,Bicyclist,22 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
4,40018,1,6,22,1,0,0,0,139,3,2,1,110,2017,Arizona,Bicyclist,22 Years,Male,None Noted,None Noted,None Noted,Motorist Lost Control - Other / Unknown,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Loss of Control / Turning Error
4,40023,1,6,76,1,1,1,0,155,1,3,1,158,2017,Arizona,Bicyclist,76 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
4,40071,1,6,73,1,0,1,0,232,3,2,1,230,2017,Arizona,Bicyclist,73 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
4,40089,1,6,25,1,1,1,0,222,1,1,1,220,2017,Arizona,Bicyclist,25 Years,Male,Yes,Yes,None Noted,Bicyclist Left Turn - Opposite Direction,At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
4,40131,1,6,61,1,0,1,0,970,3,1,9,990,2017,Arizona,Bicyclist,61 Years,Male,None Noted,Yes,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
4,40151,1,6,67,1,0,1,0,221,3,1,1,220,2017,Arizona,Bicyclist,67 Years,Male,None Noted,Yes,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
4,40185,1,6,57,1,0,0,0,231,3,1,1,230,2017,Arizona,Bicyclist,57 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
4,40193,1,6,54,1,0,1,0,239,3,1,1,230,2017,Arizona,Bicyclist,54 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
4,40218,1,6,54,2,0,0,0,231,3,2,1,230,2017,Arizona,Bicyclist,54 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
4,40264,1,6,34,1,0,1,0,232,3,1,1,230,2017,Arizona,Bicyclist,34 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
4,40313,1,6,24,1,1,1,0,155,1,3,1,158,2017,Arizona,Bicyclist,24 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
4,40320,1,6,43,2,0,1,0,221,1,1,1,220,2017,Arizona,Bicyclist,43 Years,Female,None Noted,Yes,None Noted,Bicyclist Left Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
4,40330,1,6,51,1,0,1,0,221,1,1,1,220,2017,Arizona,Bicyclist,51 Years,Male,None Noted,Yes,None Noted,Bicyclist Left Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
4,40350,1,6,33,2,1,1,0,213,1,1,1,215,2017,Arizona,Bicyclist,33 Years,Female,Yes,Yes,None Noted,Motorist Right Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Motorist Right Turn / Merge
4,40372,1,6,46,1,0,0,0,232,3,1,1,230,2017,Arizona,Bicyclist,46 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
4,40425,1,6,75,2,0,0,0,232,3,1,1,230,2017,Arizona,Bicyclist,75 Years,Female,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
4,40499,1,6,46,1,0,1,0,250,3,1,2,258,2017,Arizona,Bicyclist,46 Years,Male,None Noted,Yes,None Noted,Wrong-Way / Wrong-Side - Bicyclist,Not At Intersection,Travel Lane,Facing Traffic,Wrong-Way / Wrong-Side
4,40538,1,6,58,2,0,1,0,221,3,1,1,220,2017,Arizona,Bicyclist,58 Years,Female,None Noted,Yes,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
4,40564,1,6,31,1,0,1,0,112,1,1,2,110,2017,Arizona,Bicyclist,31 Years,Male,None Noted,Yes,None Noted,Motorist Turning Error - Right turn,At Intersection,Travel Lane,Facing Traffic,Loss of Control / Turning Error
